simulation_id,network_size,seed_size,periods,simulation_period,state_count_stop,state_count_waiting,state_count_read,state_count_shared
24,10000,100,25,8,100,10,7788,2102
24,10000,100,25,9,100,3,7483,2414
24,10000,100,25,10,100,3,7200,2697
24,10000,100,25,11,100,0,6944,2956
24,10000,100,25,12,100,0,6645,3255
24,10000,100,25,13,100,0,6379,3521
24,10000,100,25,14,100,0,6138,3762
24,10000,100,25,15,100,0,5929,3971
24,10000,100,25,16,100,0,5739,4161
24,10000,100,25,17,100,0,5548,4352
24,10000,100,25,18,100,0,5340,4560
24,10000,100,25,19,100,0,5173,4727
24,10000,100,25,20,100,0,4985,4915
24,10000,100,25,21,100,0,4818,5082
24,10000,100,25,22,100,0,4644,5256
24,10000,100,25,23,100,0,4486,5414
24,10000,100,25,24,100,0,4344,5556
24,10000,100,25,25,100,0,4208,5692
24,10000,100,25,25,100,0,4208,5692
